Number,Name,Type,Total,Hp,Attack,Defense,Sp_atk,Sp_def,Speed,Generation,Legendary,Mythical,Kanto?,Johto?,Kalos?,Galar?,Alola (US/UM)?,Alola (S/M)?,Unova (B2/W2)?,Hoenn?,Sinnoh?,Paldea?,Galar (TCT)?,Unova (B/W)?,Abilities,Tier,Next Evolution(s),Moves
409,Rampardos,Rock,495,97,165,60,65,50,58,4,No,No,,,,,True,True,,,True,,,,"['Mold Breaker', 'Sheer Force']",PU,[],"['Headbutt', 'Endeavor', 'Endeavor', 'Headbutt', 'Leer', 'Focus Energy', 'Pursuit', 'Focus Energy', 'Pursuit', 'Take Down', 'Scary Face', 'Assurance', 'Ancient Power', 'Chip Away', 'Endeavor', 'Ancient Power', 'Zen Headbutt', 'Screech', 'Head Smash', 'Crunch', 'Curse', ""Double'Edge"", 'Hammer Arm', 'Iron Head', 'Iron Tail', 'Leer', 'Slam', 'Stomp', 'Thrash', 'Whirlwind', 'Ancient Power', 'Dragon Pulse', 'Earth Power', 'Endeavor', 'Fire Punch', 'Focus Punch', 'Headbutt', 'Iron Head', 'Iron Tail', ""Mud'Slap"", 'Outrage', 'Pain Split', 'Shock Wave', 'Sleep Talk', 'Snore', 'Spite', 'Stealth Rock', 'Superpower', 'Thunder Punch', 'Uproar', 'Zen Headbutt', 'Focus Punch', 'Roar', 'Toxic', 'Hidden Power', 'Sunny Day', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Protect', 'Rain Dance', 'Frustration', 'Smack Down', 'Iron Tail', 'Thunderbolt', 'Thunder', 'Earthquake', 'Return', 'Dig', 'Brick Break', 'Double Team', 'Shock Wave', 'Flamethrower', 'Sandstorm', 'Fire Blast', 'Rock Tomb', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Thief', 'Round', 'Focus Blast', 'Fling', 'Incinerate', 'Endure', 'Dragon Pulse', 'Payback', 'Giga Impact', 'Rock Polish', 'Stone Edge', 'Avalanche', 'Swords Dance', 'Bulldoze', 'Stealth Rock', 'Captivate', 'Rock Slide', 'Dragon Tail', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Substitute', 'Surf', 'Secret Power', 'Rock Smash', ""Power'Up Punch"", 'Confide', 'Cut', 'Surf', 'Strength', 'Whirlpool', 'Rock Smash', 'Rock Climb']"
410,Shieldon,"Rock, Steel",350,30,42,118,42,88,30,4,No,No,,,,,True,True,,,True,,,,"['Soundproof', 'Sturdy']",LC,['Bastiodon'],"['Tackle', 'Protect', 'Taunt', 'Metal Sound', 'Take Down', 'Iron Defense', 'Swagger', 'Ancient Power', 'Endure', 'Metal Burst', 'Iron Head', 'Heavy Slam', 'Body Slam', 'Counter', 'Curse', ""Double'Edge"", 'Fissure', 'Focus Energy', 'Guard Split', 'Headbutt', 'Rock Blast', 'Scary Face', 'Screech', 'Stealth Rock', 'Wide Guard', 'Ancient Power', 'Earth Power', 'Headbutt', 'Iron Defense', 'Iron Head', 'Iron Tail', 'Magnet Rise', ""Mud'Slap"", 'Shock Wave', 'Sleep Talk', 'Snore', 'Stealth Rock', 'Roar', 'Toxic', 'Hidden Power', 'Sunny Day', 'Taunt', 'Ice Beam', 'Blizzard', 'Protect', 'Rain Dance', 'Frustration', 'Smack Down', 'Iron Tail', 'Thunderbolt', 'Thunder', 'Earthquake', 'Return', 'Dig', 'Double Team', 'Shock Wave', 'Flamethrower', 'Sandstorm', 'Fire Blast', 'Rock Tomb', 'Torment', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Endure', 'Round', 'Incinerate', 'Rock Polish', 'Stone Edge', 'Bulldoze', 'Stealth Rock', 'Captivate', 'Rock Slide', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Substitute', 'Flash Cannon', 'Secret Power', 'Rock Smash', 'Confide', 'Strength', 'Rock Smash']"
411,Bastiodon,"Rock, Steel",495,60,52,168,47,138,30,4,No,No,,,,,True,True,,,True,,,,"['Soundproof', 'Sturdy']",PU,[],"['Block', 'Block', 'Tackle', 'Protect', 'Tackle', 'Taunt', 'Protect', 'Metal Sound', 'Taunt', 'Metal Sound', 'Take Down', 'Iron Defense', 'Swagger', 'Ancient Power', 'Block', 'Endure', 'Metal Burst', 'Iron Head', 'Heavy Slam', 'Body Slam', 'Counter', 'Curse', ""Double'Edge"", 'Fissure', 'Focus Energy', 'Guard Split', 'Headbutt', 'Rock Blast', 'Scary Face', 'Screech', 'Stealth Rock', 'Wide Guard', 'Ancient Power', 'Block', 'Earth Power', 'Headbutt', 'Iron Defense', 'Iron Head', 'Iron Tail', 'Magic Coat', 'Magnet Rise', ""Mud'Slap"", 'Outrage', 'Shock Wave', 'Sleep Talk', 'Snore', 'Stealth Rock', 'Roar', 'Toxic', 'Hidden Power', 'Sunny Day', 'Taunt', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Protect', 'Rain Dance', 'Frustration', 'Smack Down', 'Iron Tail', 'Thunderbolt', 'Thunder', 'Earthquake', 'Return', 'Dig', 'Double Team', 'Shock Wave', 'Flamethrower', 'Sandstorm', 'Fire Blast', 'Rock Tomb', 'Torment', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Endure', 'Round', 'Incinerate', 'Giga Impact', 'Rock Polish', 'Stone Edge', 'Bulldoze', 'Avalanche', 'Stealth Rock', 'Captivate', 'Rock Slide', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Substitute', 'Flash Cannon', 'Secret Power', 'Rock Smash', 'Confide', 'Strength', 'Rock Smash']"
412,Burmy-Plant,Bug,224,40,29,45,29,45,36,4,No,No,,,,,,,,,,,,,,,,
412,Burmy-Sandy,Bug,224,40,29,45,29,45,36,4,No,No,,,,,,,,,,,,,,,,
412,Burmy-Trash,Bug,224,40,29,45,29,45,36,4,No,No,,,,,,,,,,,,,,,,
413,Wormadam-Plant,"Bug, Grass",424,60,59,85,79,105,36,4,No,No,,,,,,,,,,,,,,,,
413,Wormadam-Sandy,"Bug, Ground",424,60,79,105,59,85,36,4,No,No,,,,,,,,,,,,,,,,
413,Wormadam-Trash,"Bug, Steel",424,60,69,95,69,95,36,4,No,No,,,,,,,,,,,,,,,,
414,Mothim,"Bug, Flying",424,70,94,50,94,50,66,4,No,No,,,True,,,,,,True,,,,"['Swarm', 'Tinted Lens']",PU,[],"['Quiver Dance', 'Quiver Dance', 'Tackle', 'Protect', 'Tackle', 'Bug Bite', 'Protect', 'Bug Bite', 'Hidden Power', 'Confusion', 'Gust', 'Poison Powder', 'Psybeam', 'Camouflage', 'Silver Wind', 'Air Slash', 'Psychic', 'Lunge', 'Bug Buzz', 'Quiver Dance', 'Air Cutter', 'Bug Bite', 'Electroweb', 'Giga Drain', ""Mud'Slap"", 'Ominous Wind', 'Roost', 'Signal Beam', 'Skill Swap', 'Sleep Talk', 'Snore', 'String Shot', 'Swift', 'Tailwind', 'Twister', 'Toxic', 'Venoshock', 'Hidden Power', 'Sunny Day', 'Hyper Beam', 'Protect', 'Rain Dance', 'Roost', 'Giga Drain', 'Safeguard', 'Frustration', 'Solar Beam', 'Return', 'Psychic', 'Shadow Ball', 'Double Team', 'Aerial Ace', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Thief', 'Round', 'Skill Swap', 'Roost', 'Energy Ball', 'Acrobatics', 'Endure', 'Silver Wind', 'Giga Impact', 'Flash', 'Struggle Bug', 'Psych Up', 'Infestation', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Dream Eater', 'Swagger', 'Sleep Talk', ""U'turn"", 'Substitute', 'Defog', 'Secret Power', 'Confide']"
415,Combee,"Bug, Flying",244,30,30,42,30,42,70,4,No,No,,,True,True,,,True,,True,True,,,"['Honey Gather', 'Hustle']",LC,['Vespiquen'],"['Sweet Scent', 'Gust', 'Bug Bite', 'Bug Buzz', 'Air Cutter', 'Bug Bite', 'Endeavor', ""Mud'Slap"", 'Ominous Wind', 'Snore', 'String Shot', 'Swift', 'Tailwind']"
416,Vespiquen,"Bug, Flying",474,70,80,102,80,102,40,4,No,No,,,True,True,,,True,,True,True,,,"['Pressure', 'Unnerve']",PU,[],"['Fell Stinger', 'Destiny Bond', 'Sweet Scent', 'Gust', 'Poison Sting', 'Slash', 'Slash', 'Fell Stinger', 'Destiny Bond', 'Sweet Scent', 'Gust', 'Poison Sting', 'Confuse Ray', 'Fury Cutter', 'Defend Order', 'Pursuit', 'Fury Swipes', 'Defend Order', 'Slash', 'Power Gem', 'Heal Order', 'Toxic', 'Air Slash', 'Slash', 'Captivate', 'Attack Order', 'Swagger', 'Destiny Bond', 'Fell Stinger', 'Bug Bite', 'Bug Buzz', 'Air Cutter', 'Bug Bite', 'Endeavor', 'Fury Cutter', ""Mud'Slap"", 'Ominous Wind', 'Roost', 'Signal Beam', 'Sleep Talk', 'Snore', 'String Shot', 'Swift', 'Tailwind', 'Hone Claws', 'Toxic', 'Venoshock', 'Hidden Power', 'Sunny Day', 'Hyper Beam', 'Protect', 'Rain Dance', 'Roost', 'Frustration', 'Return', 'Double Team', 'Sludge Bomb', 'Aerial Ace', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Thief', 'Roost', 'Round', 'Fling', 'Quash', 'Acrobatics', 'Endure', 'Silver Wind', 'Giga Impact', 'Flash', 'Captivate', 'Struggle Bug', ""X'Scissor"", 'Infestation', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', ""U'turn"", 'Substitute', 'Secret Power', 'Confide', 'Cut', 'Defog']"
417,Pachirisu,Electric,405,60,45,70,45,90,95,4,No,No,,,True,,,,,,True,True,,,"['Pickup', 'Run Away', 'Volt Absorb']",PU,[],"['Growl', 'Bide', 'Quick Attack', 'Charm', 'Spark', 'Endure', 'Nuzzle', 'Swift', 'Electro Ball', 'Sweet Kiss', 'Thunder Wave', 'Discharge', 'Super Fang', 'Discharge', 'Last Resort', 'Hyper Fang', ""Baby'Doll Eyes"", 'Bestow', 'Bite', 'Charge', 'Covet', 'Defense Curl', 'Fake Tears', 'Flail', 'Flatter', 'Follow Me', 'Ion Deluge', 'Iron Tail', 'Rollout', 'Tail Whip', 'Covet', 'Electroweb', 'Gunk Shot', 'Headbutt', 'Helping Hand', 'Iron Tail', 'Last Resort', 'Magnet Rise', ""Mud'Slap"", 'Rollout', 'Seed Bomb', 'Shock Wave', 'Sleep Talk', 'Snore', 'Super Fang', 'Swift', 'Thunder Punch', 'Uproar', 'Toxic', 'Hidden Power', 'Light Screen', 'Protect', 'Rain Dance', 'Frustration', 'Iron Tail', 'Thunderbolt', 'Thunder', 'Return', 'Dig', 'Double Team', 'Shock Wave', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Round', 'Echoed Voice', 'Fling', 'Charge Beam', 'Endure', 'Flash', 'Volt Switch', 'Thunder Wave', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Grass Knot', 'Swagger', 'Sleep Talk', ""U'turn"", 'Substitute', 'Secret Power', 'Confide', 'Cut']"
418,Buizel,Water,330,55,65,35,60,30,85,4,No,No,,,True,,,,True,,True,True,,,"['Swift Swim', 'Water Veil']",LC,['Floatzel'],"['Sonic Boom', 'Growl', 'Water Sport', 'Quick Attack', 'Water Gun', 'Pursuit', 'Swift', 'Aqua Jet', 'Agility', 'Double Hit', 'Whirlpool', 'Razor Wind', 'Aqua Tail', 'Agility', 'Hydro Pump', 'Aqua Ring', 'Aqua Tail', 'Baton Pass', 'Double Slap', 'Fury Cutter', 'Fury Swipes', 'Headbutt', 'Helping Hand', 'Me First', ""Mud'Slap"", 'Odor Sleuth', 'Slash', 'Soak', 'Switcheroo', 'Tail Slap', 'Aqua Tail', 'Dive', 'Focus Punch', 'Headbutt', 'Ice Punch', 'Icy Wind', 'Iron Tail', ""Mud'Slap"", 'Sleep Talk', 'Snore', 'Swift', 'Water Pulse', 'Focus Punch', 'Water Pulse', 'Toxic', 'Hail', 'Bulk Up', 'Hidden Power', 'Ice Beam', 'Blizzard', 'Protect', 'Rain Dance', 'Frustration', 'Iron Tail', 'Return', 'Dig', 'Brick Break', 'Double Team', 'Rock Tomb', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Brine', 'Endure', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Round', 'Echoed Voice', 'Scald', 'Swagger', 'Sleep Talk', 'Substitute', 'Surf', 'Waterfall', 'Secret Power', 'Rock Smash', ""Power'Up Punch"", 'Confide', 'Surf', 'Strength', 'Waterfall', 'Whirlpool', 'Rock Smash', 'Waterfall', 'Dive']"
419,Floatzel,Water,495,85,105,55,85,50,115,4,No,No,,,True,,,,True,,True,True,,,"['Swift Swim', 'Water Veil']",PU,[],"['Ice Fang', 'Crunch', 'Sonic Boom', 'Growl', 'Water Sport', 'Quick Attack', 'Growl', 'Water Sport', 'Quick Attack', 'Water Gun', 'Pursuit', 'Swift', 'Aqua Jet', 'Double Hit', 'Crunch', 'Agility', 'Whirlpool', 'Razor Wind', 'Aqua Tail', 'Agility', 'Hydro Pump', 'Aqua Ring', 'Aqua Tail', 'Baton Pass', 'Double Slap', 'Fury Cutter', 'Fury Swipes', 'Headbutt', 'Helping Hand', 'Me First', ""Mud'Slap"", 'Odor Sleuth', 'Slash', 'Soak', 'Switcheroo', 'Tail Slap', 'Aqua Tail', 'Dive', 'Focus Punch', 'Headbutt', 'Ice Punch', 'Icy Wind', 'Iron Tail', 'Low Kick', ""Mud'Slap"", 'Sleep Talk', 'Snore', 'Swift', 'Water Pulse', 'Focus Punch', 'Water Pulse', 'Roar', 'Toxic', 'Hail', 'Bulk Up', 'Hidden Power', 'Taunt', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Protect', 'Rain Dance', 'Frustration', 'Iron Tail', 'Return', 'Dig', 'Brick Break', 'Double Team', 'Rock Tomb', 'Torment', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Round', 'Echoed Voice', 'Focus Blast', 'Scald', 'Brine', 'Endure', 'Payback', 'Giga Impact', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Substitute', 'Surf', 'Waterfall', 'Secret Power', 'Rock Smash', ""Power'Up Punch"", 'Confide', 'Surf', 'Strength', 'Waterfall', 'Whirlpool', 'Rock Smash', 'Waterfall', 'Dive']"
420,Cherubi,Grass,275,45,35,45,62,53,35,4,No,No,,,,True,,,,,True,,,,['Chlorophyll'],LC,['Cherrim'],"['Morning Sun', 'Tackle', 'Growth', 'Leech Seed', 'Helping Hand', 'Magical Leaf', 'Sunny Day', 'Worry Seed', 'Take Down', 'Solar Beam', 'Lucky Chant', 'Petal Blizzard', 'Aromatherapy', 'Defense Curl', 'Flower Shield', 'Grass Whistle', 'Grassy Terrain', 'Heal Pulse', 'Healing Wish', 'Natural Gift', 'Nature Power', 'Razor Leaf', 'Rollout', 'Seed Bomb', 'Sweet Scent', 'Tickle', 'Weather Ball', 'Giga Drain', 'Helping Hand', 'Rollout', 'Seed Bomb', 'Sleep Talk', 'Snore', 'Synthesis', 'Worry Seed', 'Toxic', 'Bullet Seed', 'Hidden Power', 'Sunny Day', 'Protect', 'Giga Drain', 'Safeguard', 'Frustration', 'Solar Beam', 'Return', 'Double Team', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Round', 'Energy Ball', 'Endure', 'Flash', 'Swords Dance', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Substitute', 'Secret Power', 'Nature Power', 'Dazzling Gleam', 'Confide']"
421,Cherrim,Grass,450,70,60,70,87,78,85,4,No,No,,,,True,,,,,True,,,,['Flower Gift'],PU,[],"['Morning Sun', 'Tackle', 'Petal Dance', 'Petal Dance', 'Morning Sun', 'Tackle', 'Growth', 'Leech Seed', 'Growth', 'Leech Seed', 'Helping Hand', 'Magical Leaf', 'Sunny Day', 'Petal Dance', 'Worry Seed', 'Take Down', 'Solar Beam', 'Lucky Chant', 'Petal Blizzard', 'Aromatherapy', 'Defense Curl', 'Flower Shield', 'Grass Whistle', 'Grassy Terrain', 'Heal Pulse', 'Healing Wish', 'Natural Gift', 'Nature Power', 'Razor Leaf', 'Rollout', 'Seed Bomb', 'Sweet Scent', 'Tickle', 'Weather Ball', 'Giga Drain', 'Helping Hand', 'Rollout', 'Seed Bomb', 'Sleep Talk', 'Snore', 'Synthesis', 'Worry Seed', 'Toxic', 'Bullet Seed', 'Hidden Power', 'Sunny Day', 'Hyper Beam', 'Protect', 'Giga Drain', 'Safeguard', 'Frustration', 'Solar Beam', 'Return', 'Double Team', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Round', 'Energy Ball', 'Endure', 'Giga Impact', 'Flash', 'Swords Dance', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Substitute', 'Secret Power', 'Nature Power', 'Dazzling Gleam', 'Confide']"
422,Shellos,Water,325,76,48,48,57,62,34,4,No,No,,,,True,True,True,,,True,True,,,"['Sand Force', 'Sticky Hold', 'Storm Drain']",LC,['Gastrodon'],"[""Mud'Slap"", 'Mud Sport', 'Harden', 'Water Pulse', 'Mud Bomb', 'Hidden Power', 'Rain Dance', 'Body Slam', 'Muddy Water', 'Recover', 'Acid Armor', 'Amnesia', 'Brine', 'Clear Smog', 'Counter', 'Curse', 'Fissure', 'Memento', 'Mirror Coat', 'Mist', 'Sludge', 'Spit Up', 'Stockpile', 'Swallow', 'Trump Card', 'Yawn', 'Ancient Power', 'Dive', 'Earth Power', 'Headbutt', 'Icy Wind', ""Mud'Slap"", 'Pain Split', 'Sleep Talk', 'Snore', 'String Shot', 'Water Pulse', 'Water Pulse', 'Toxic', 'Hail', 'Hidden Power', 'Ice Beam', 'Blizzard', 'Protect', 'Rain Dance', 'Frustration', 'Return', 'Double Team', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Brine', 'Endure', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Round', 'Scald', 'Infestation', 'Swagger', 'Sleep Talk', 'Substitute', 'Surf', 'Whirlpool', 'Secret Power', 'Confide', 'Surf', 'Dive']"
423,Gastrodon,"Water, Ground",475,111,83,68,92,82,39,4,No,No,,,,True,True,True,,,True,True,,,"['Sand Force', 'Sticky Hold', 'Storm Drain']",PU,[],"[""Mud'Slap"", 'Mud Sport', 'Harden', 'Water Pulse', 'Mud Sport', 'Harden', 'Water Pulse', 'Mud Bomb', 'Hidden Power', 'Rain Dance', 'Body Slam', 'Muddy Water', 'Recover', 'Acid Armor', 'Amnesia', 'Brine', 'Clear Smog', 'Counter', 'Curse', 'Fissure', 'Memento', 'Mirror Coat', 'Mist', 'Sludge', 'Spit Up', 'Stockpile', 'Swallow', 'Trump Card', 'Yawn', 'Ancient Power', 'Block', 'Dive', 'Earth Power', 'Headbutt', 'Icy Wind', ""Mud'Slap"", 'Pain Split', 'Sleep Talk', 'Snore', 'String Shot', 'Water Pulse', 'Water Pulse', 'Toxic', 'Hail', 'Hidden Power', 'Ice Beam', 'Blizzard', 'Hyper Beam', 'Protect', 'Rain Dance', 'Frustration', 'Earthquake', 'Return', 'Dig', 'Double Team', 'Sludge Wave', 'Sludge Bomb', 'Sandstorm', 'Rock Tomb', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Brine', 'Endure', 'Round', 'Scald', 'Giga Impact', 'Flash', 'Stone Edge', 'Bulldoze', 'Captivate', 'Rock Slide', 'Infestation', 'Sleep Talk', 'Natural Gift', 'Swagger', 'Sleep Talk', 'Substitute', 'Surf', 'Waterfall', 'Secret Power', 'Rock Smash', 'Confide', 'Surf', 'Strength', 'Waterfall', 'Whirlpool', 'Rock Smash', 'Waterfall', 'Dive']"
424,Ambipom,Normal,482,75,100,66,60,66,115,4,No,No,,True,,,True,,,,True,,,,"['Pickup', 'Skill Link', 'Technician']",NU,[],"['Dual Chop', 'Scratch', 'Tail Whip', 'Sand Attack', 'Astonish', 'Sand Attack', 'Astonish', 'Baton Pass', 'Tickle', 'Fury Swipes', 'Swift', 'Screech', 'Agility', 'Double Hit', 'Fling', 'Nasty Plot', 'Last Resort', 'Agility', 'Beat Up', 'Bounce', 'Counter', 'Covet', 'Double Slap', 'Fake Out', 'Pursuit', 'Quick Guard', 'Revenge', 'Screech', 'Slam', 'Spite', 'Switcheroo', 'Tail Slap', 'Bounce', 'Covet', 'Fire Punch', 'Focus Punch', 'Foul Play', 'Fury Cutter', 'Gunk Shot', 'Headbutt', 'Ice Punch', 'Iron Tail', 'Knock Off', 'Last Resort', 'Low Kick', ""Mud'Slap"", 'Role Play', 'Seed Bomb', 'Shock Wave', 'Sleep Talk', 'Snatch', 'Snore', 'Spite', 'Swift', 'Thunder Punch', 'Uproar', 'Water Pulse', 'Work Up', 'Hone Claws', 'Focus Punch', 'Water Pulse', 'Toxic', 'Hidden Power', 'Sunny Day', 'Taunt', 'Hyper Beam', 'Protect', 'Rain Dance', 'Frustration', 'Solar Beam', 'Iron Tail', 'Thunderbolt', 'Thunder', 'Return', 'Dig', 'Shadow Ball', 'Brick Break', 'Double Team', 'Shock Wave', 'Aerial Ace', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Thief', 'Snatch', 'Low Sweep', 'Round', 'Fling', 'Acrobatics', 'Endure', 'Shadow Claw', 'Payback', 'Retaliate', 'Giga Impact', 'Thunder Wave', 'Work Up', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Dream Eater', 'Grass Knot', 'Swagger', 'Sleep Talk', ""U'turn"", 'Substitute', 'Secret Power', 'Rock Smash', ""Power'Up Punch"", 'Confide', 'Cut', 'Strength', 'Rock Smash']"
425,Drifloon,"Ghost, Flying",348,90,50,34,60,44,70,4,No,No,,,True,True,True,True,True,,True,True,,,"['Aftermath', 'Flare Boost', 'Unburden']",,['Drifblim'],"['Constrict', 'Minimize', 'Astonish', 'Gust', 'Focus Energy', 'Payback', 'Ominous Wind', 'Stockpile', 'Swallow', 'Hex', 'Stockpile', 'Swallow', 'Spit Up', 'Ominous Wind', 'Baton Pass', 'Shadow Ball', 'Amnesia', 'Baton Pass', 'Explosion', 'Body Slam', 'Clear Smog', 'Defog', 'Destiny Bond', 'Disable', 'Haze', 'Hypnosis', 'Memento', 'Tailwind', 'Weather Ball', 'Air Cutter', 'Bind', 'Icy Wind', 'Knock Off', 'Magic Coat', ""Mud'Slap"", 'Ominous Wind', 'Pain Split', 'Recycle', 'Rollout', 'Shock Wave', 'Skill Swap', 'Sleep Talk', 'Snore', 'Spite', 'Sucker Punch', 'Swift', 'Tailwind', 'Trick', 'Calm Mind', 'Toxic', 'Hidden Power', 'Sunny Day', 'Protect', 'Rain Dance', 'Telekinesis', 'Frustration', 'Thunderbolt', 'Thunder', 'Return', 'Psychic', 'Shadow Ball', 'Double Team', 'Shock Wave', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Thief', 'Round', 'Skill Swap', 'Charge Beam', 'Endure', ""Will'O'Wisp"", 'Acrobatics', 'Silver Wind', 'Embargo', 'Explosion', 'Payback', 'Recycle', 'Flash', 'Thunder Wave', 'Gyro Ball', 'Psych Up', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Dream Eater', 'Swagger', 'Sleep Talk', 'Substitute', 'Secret Power', 'Confide', 'Cut', 'Defog']"
426,Drifblim,"Ghost, Flying",498,150,80,44,90,54,80,4,No,No,,,True,True,True,True,True,,True,True,,,"['Aftermath', 'Flare Boost', 'Unburden']",PU,[],"['Phantom Force', 'Constrict', 'Minimize', 'Astonish', 'Gust', 'Astonish', 'Gust', 'Focus Energy', 'Payback', 'Ominous Wind', 'Stockpile', 'Swallow', 'Hex', 'Stockpile', 'Swallow', 'Spit Up', 'Ominous Wind', 'Baton Pass', 'Shadow Ball', 'Amnesia', 'Baton Pass', 'Explosion', 'Phantom Force', 'Body Slam', 'Clear Smog', 'Defog', 'Destiny Bond', 'Disable', 'Haze', 'Hypnosis', 'Memento', 'Tailwind', 'Weather Ball', 'Air Cutter', 'Bind', 'Icy Wind', 'Knock Off', 'Magic Coat', ""Mud'Slap"", 'Ominous Wind', 'Pain Split', 'Recycle', 'Rollout', 'Shock Wave', 'Skill Swap', 'Sleep Talk', 'Snore', 'Spite', 'Sucker Punch', 'Swift', 'Tailwind', 'Trick', 'Calm Mind', 'Toxic', 'Hidden Power', 'Sunny Day', 'Hyper Beam', 'Protect', 'Rain Dance', 'Telekinesis', 'Frustration', 'Thunderbolt', 'Thunder', 'Return', 'Psychic', 'Shadow Ball', 'Double Team', 'Shock Wave', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Thief', 'Round', 'Skill Swap', 'Charge Beam', 'Endure', ""Will'O'Wisp"", 'Acrobatics', 'Silver Wind', 'Embargo', 'Explosion', 'Payback', 'Recycle', 'Giga Impact', 'Flash', 'Thunder Wave', 'Gyro Ball', 'Fly', 'Psych Up', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Dream Eater', 'Swagger', 'Sleep Talk', 'Substitute', 'Secret Power', 'Confide', 'Cut', 'Fly', 'Defog']"
427,Buneary,Normal,350,55,66,44,44,56,85,4,No,No,,,,,True,,True,,True,,,,"['Klutz', 'Limber', 'Run Away']",LC,['Lopunny'],"['Defense Curl', 'Splash', 'Pound', 'Frustration', 'Defense Curl', 'Splash', 'Pound', 'Foresight', 'Endure', ""Baby'Doll Eyes"", 'Frustration', 'Quick Attack', 'Jump Kick', 'Baton Pass', 'Agility', 'Dizzy Punch', 'After You', 'Charm', 'Entrainment', 'Bounce', 'Healing Wish', 'Attract', 'Circle Throw', 'Copycat', 'Cosmic Power', 'Double Hit', 'Encore', 'Fake Out', 'Fake Tears', 'Fire Punch', 'Flail', 'Focus Punch', 'Ice Punch', 'Low Kick', 'Mud Sport', ""Power'Up Punch"", 'Sky Uppercut', 'Sweet Kiss', 'Switcheroo', 'Teeter Dance', 'Thunder Punch', 'After You', 'Bounce', 'Covet', 'Drain Punch', 'Endeavor', 'Fire Punch', 'Focus Punch', 'Headbutt', 'Heal Bell', 'Helping Hand', 'Hyper Voice', 'Ice Punch', 'Iron Tail', 'Last Resort', 'Low Kick', 'Magic Coat', ""Mud'Slap"", 'Shock Wave', 'Sleep Talk', 'Snore', 'Swift', 'Thunder Punch', 'Uproar', 'Water Pulse', 'Work Up', 'Focus Punch', 'Water Pulse', 'Toxic', 'Hidden Power', 'Sunny Day', 'Ice Beam', 'Protect', 'Rain Dance', 'Frustration', 'Solar Beam', 'Iron Tail', 'Thunderbolt', 'Return', 'Dig', 'Shadow Ball', 'Double Team', 'Shock Wave', 'Facade', 'Secret Power', 'Rest', 'Attract', 'Round', 'Fling', 'Charge Beam', 'Retaliate', 'Endure', 'Drain Punch', 'Thunder Wave', 'Work Up', 'Captivate', 'Sleep Talk', 'Natural Gift', 'Grass Knot', 'Swagger', 'Sleep Talk', 'Substitute', 'Secret Power', 'Rock Smash', ""Power'Up Punch"", 'Confide', 'Cut', 'Rock Smash']"
